Source,Title,Description,City,Venue,Address,Latitude,Longitude,Start DateTime,End DateTime,Category,Min Price,Max Price,Popularity,Ticket URL,Last Updated,Age Group,Accessibility,Event Format
TufaanTicket,Concert Event c3781184,A thrilling concert experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-09-25 10:00:00,2025-09-25 11:00:00,Concert,46,150,0.4443302003033567,https://tufanticket.com/event/c3781184,2025-03-22T03:04:56.616740,18+,Not Specified,In-Person
TufaanTicket,Workshop Event 5394f6cb,A thrilling workshop experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-02-24 13:00:00,2025-02-24 18:00:00,Workshop,20,131,0.7998280106054617,https://tufanticket.com/event/5394f6cb,2025-03-22T03:04:56.616777,21+,Wheelchair Accessible,Online
TufaanTicket,Comedy Event 44b65c68,A thrilling comedy experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-10-27 11:00:00,2025-10-27 15:00:00,Comedy,79,184,0.8372235551091569,https://tufanticket.com/event/44b65c68,2025-03-22T03:04:56.616800,All Ages,Not Specified,In-Person
TufaanTicket,Theater Event 1ebc8287,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-09-06 18:00:00,2025-09-06 21:00:00,Theater,29,197,0.17239530763825106,https://tufanticket.com/event/1ebc8287,2025-03-22T03:04:56.616825,21+,Wheelchair Accessible,In-Person
TufaanTicket,Comedy Event 92f94975,A thrilling comedy experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-02-27 11:00:00,2025-02-27 13:00:00,Comedy,96,233,0.35587608280325,https://tufanticket.com/event/92f94975,2025-03-22T03:04:56.616843,18+,Not Specified,Online
TufaanTicket,Comedy Event cdb773e0,A thrilling comedy experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-10-02 17:00:00,2025-10-02 21:00:00,Comedy,41,235,0.6590225994236178,https://tufanticket.com/event/cdb773e0,2025-03-22T03:04:56.616860,21+,Wheelchair Accessible,Online
TufaanTicket,Theater Event f16afa80,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-09-04 14:00:00,2025-09-04 18:00:00,Theater,95,190,0.9756896798927087,https://tufanticket.com/event/f16afa80,2025-03-22T03:04:56.616887,All Ages,Hearing Assistance Available,In-Person
TufaanTicket,Gaming Event 1b6f88fa,A thrilling gaming experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-12-21 22:00:00,2025-12-22 01:00:00,Gaming,96,284,0.194346965368284,https://tufanticket.com/event/1b6f88fa,2025-03-22T03:04:56.616920,All Ages,Not Specified,Online
TufaanTicket,Networking Event bcc31526,A thrilling networking experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-11-02 15:00:00,2025-11-02 18:00:00,Networking,90,194,0.4645922855727438,https://tufanticket.com/event/bcc31526,2025-03-22T03:04:56.616950,All Ages,Not Specified,Online
TufaanTicket,Concert Event 6c2d9959,A thrilling concert experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-12-14 19:00:00,2025-12-14 23:00:00,Concert,79,269,0.4469594203512893,https://tufanticket.com/event/6c2d9959,2025-03-22T03:04:56.616987,All Ages,Wheelchair Accessible,Online
TufaanTicket,Sports Event c44b0112,A thrilling sports experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-05-11 20:00:00,2025-05-12 00:00:00,Sports,20,81,0.7410264314599407,https://tufanticket.com/event/c44b0112,2025-03-22T03:04:56.617026,21+,Not Specified,Online
TufaanTicket,Networking Event 25e39b6e,A thrilling networking experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-11-14 16:00:00,2025-11-14 20:00:00,Networking,32,222,0.7705703315234097,https://tufanticket.com/event/25e39b6e,2025-03-22T03:04:56.617065,All Ages,Not Specified,Online
TufaanTicket,Workshop Event 2c726c5c,A thrilling workshop experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-09-19 19:00:00,2025-09-20 00:00:00,Workshop,43,236,0.17753793420748365,https://tufanticket.com/event/2c726c5c,2025-03-22T03:04:56.617122,All Ages,Wheelchair Accessible,Hybrid
TufaanTicket,Festival Event ce9f518c,A thrilling festival experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-08-15 14:00:00,2025-08-15 15:00:00,Festival,85,185,0.7000547423200422,https://tufanticket.com/event/ce9f518c,2025-03-22T03:04:56.617155,18+,Not Specified,Hybrid
TufaanTicket,Comedy Event a5a1ee07,A thrilling comedy experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-08-08 15:00:00,2025-08-08 20:00:00,Comedy,22,57,0.2157549031784477,https://tufanticket.com/event/a5a1ee07,2025-03-22T03:04:56.617178,All Ages,Hearing Assistance Available,In-Person
TufaanTicket,Workshop Event 0980d75c,A thrilling workshop experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-03-21 22:00:00,2025-03-21 23:00:00,Workshop,61,117,0.7680366594384056,https://tufanticket.com/event/0980d75c,2025-03-22T03:04:56.617196,All Ages,Wheelchair Accessible,In-Person
TufaanTicket,Concert Event c9d619c5,A thrilling concert experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-12-28 20:00:00,2025-12-28 23:00:00,Concert,58,84,0.7511533655710472,https://tufanticket.com/event/c9d619c5,2025-03-22T03:04:56.617219,21+,Wheelchair Accessible,Hybrid
TufaanTicket,Concert Event 4a65dad5,A thrilling concert experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-08-24 16:00:00,2025-08-24 19:00:00,Concert,82,184,0.13020161404886277,https://tufanticket.com/event/4a65dad5,2025-03-22T03:04:56.617237,All Ages,Hearing Assistance Available,Online
TufaanTicket,Concert Event 94b7d603,A thrilling concert experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-06-26 18:00:00,2025-06-26 20:00:00,Concert,96,289,0.7187855334829528,https://tufanticket.com/event/94b7d603,2025-03-22T03:04:56.617260,18+,Hearing Assistance Available,Online
TufaanTicket,Workshop Event 22bc3c89,A thrilling workshop experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-03-07 22:00:00,2025-03-07 23:00:00,Workshop,84,172,0.9026201825574841,https://tufanticket.com/event/22bc3c89,2025-03-22T03:04:56.617278,All Ages,Hearing Assistance Available,Online
TufaanTicket,Theater Event 80ef2fd1,A thrilling theater experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-01-07 20:00:00,2025-01-07 21:00:00,Theater,70,152,0.4718861790143447,https://tufanticket.com/event/80ef2fd1,2025-03-22T03:04:56.617296,18+,Not Specified,Online
TufaanTicket,Gaming Event 30d70f1a,A thrilling gaming experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-02-21 15:00:00,2025-02-21 20:00:00,Gaming,67,150,0.3551156976439721,https://tufanticket.com/event/30d70f1a,2025-03-22T03:04:56.617314,18+,Hearing Assistance Available,Hybrid
TufaanTicket,Concert Event 06128ddd,A thrilling concert experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-07-18 13:00:00,2025-07-18 17:00:00,Concert,62,123,0.9793506335460963,https://tufanticket.com/event/06128ddd,2025-03-22T03:04:56.617332,All Ages,Not Specified,In-Person
TufaanTicket,Comedy Event f70adb6f,A thrilling comedy experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-01-03 11:00:00,2025-01-03 16:00:00,Comedy,64,244,0.011291925104895628,https://tufanticket.com/event/f70adb6f,2025-03-22T03:04:56.617350,21+,Wheelchair Accessible,Hybrid
TufaanTicket,Festival Event b2ee29e7,A thrilling festival experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-03-24 20:00:00,2025-03-24 23:00:00,Festival,36,88,0.8288953957616305,https://tufanticket.com/event/b2ee29e7,2025-03-22T03:04:56.617366,21+,Hearing Assistance Available,In-Person
TufaanTicket,Festival Event 1c5ec034,A thrilling festival experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-07-02 19:00:00,2025-07-02 21:00:00,Festival,72,237,0.3324707414866025,https://tufanticket.com/event/1c5ec034,2025-03-22T03:04:56.617409,21+,Not Specified,Online
TufaanTicket,Festival Event f1dd0aeb,A thrilling festival experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-07-16 21:00:00,2025-07-16 23:00:00,Festival,15,110,0.8214680070738922,https://tufanticket.com/event/f1dd0aeb,2025-03-22T03:04:56.617454,21+,Wheelchair Accessible,In-Person
TufaanTicket,Sports Event cde4a2fc,A thrilling sports experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-11-24 15:00:00,2025-11-24 19:00:00,Sports,68,241,0.07805135839406907,https://tufanticket.com/event/cde4a2fc,2025-03-22T03:04:56.617486,18+,Wheelchair Accessible,In-Person
TufaanTicket,Comedy Event 6976f8e1,A thrilling comedy experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-05-11 18:00:00,2025-05-11 21:00:00,Comedy,61,205,0.35053729593625116,https://tufanticket.com/event/6976f8e1,2025-03-22T03:04:56.617502,18+,Not Specified,Online
TufaanTicket,Workshop Event 6481d0ce,A thrilling workshop experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-09-22 17:00:00,2025-09-22 20:00:00,Workshop,37,167,0.022571283923846663,https://tufanticket.com/event/6481d0ce,2025-03-22T03:04:56.617518,21+,Wheelchair Accessible,Online
TufaanTicket,Technology Event b523c954,A thrilling technology experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-02-26 12:00:00,2025-02-26 16:00:00,Technology,41,81,0.13400268038561813,https://tufanticket.com/event/b523c954,2025-03-22T03:04:56.617566,18+,Not Specified,Hybrid
TufaanTicket,Concert Event b0f805f1,A thrilling concert experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-03-21 14:00:00,2025-03-21 18:00:00,Concert,70,229,0.4217197392695712,https://tufanticket.com/event/b0f805f1,2025-03-22T03:04:56.617593,18+,Not Specified,Online
TufaanTicket,Workshop Event 1a6cbd39,A thrilling workshop experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-09-04 21:00:00,2025-09-04 23:00:00,Workshop,51,78,0.2703950088324498,https://tufanticket.com/event/1a6cbd39,2025-03-22T03:04:56.617610,21+,Not Specified,In-Person
TufaanTicket,Theater Event e23a3b9d,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-10-22 18:00:00,2025-10-22 20:00:00,Theater,64,209,0.5158313817035185,https://tufanticket.com/event/e23a3b9d,2025-03-22T03:04:56.617628,All Ages,Not Specified,In-Person
TufaanTicket,Festival Event 6afa925e,A thrilling festival experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-12-19 19:00:00,2025-12-19 21:00:00,Festival,70,253,0.18640685843195426,https://tufanticket.com/event/6afa925e,2025-03-22T03:04:56.617644,21+,Wheelchair Accessible,Hybrid
TufaanTicket,Concert Event 9d1aee7c,A thrilling concert experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-08-14 10:00:00,2025-08-14 13:00:00,Concert,16,53,0.12876082327031935,https://tufanticket.com/event/9d1aee7c,2025-03-22T03:04:56.617660,21+,Not Specified,Hybrid
TufaanTicket,Technology Event 6fd5fbf8,A thrilling technology experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-01-16 13:00:00,2025-01-16 16:00:00,Technology,79,277,0.29073420449894727,https://tufanticket.com/event/6fd5fbf8,2025-03-22T03:04:56.617678,All Ages,Hearing Assistance Available,In-Person
TufaanTicket,Food & Drink Event e3907246,A thrilling food & drink experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-01-23 16:00:00,2025-01-23 20:00:00,Food & Drink,90,275,0.7088942507668416,https://tufanticket.com/event/e3907246,2025-03-22T03:04:56.617694,All Ages,Hearing Assistance Available,Online
TufaanTicket,Technology Event da214297,A thrilling technology experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-05-18 18:00:00,2025-05-18 22:00:00,Technology,55,78,0.9422437293214585,https://tufanticket.com/event/da214297,2025-03-22T03:04:56.617712,18+,Wheelchair Accessible,In-Person
TufaanTicket,Gaming Event e3c8d8ac,A thrilling gaming experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-09-06 10:00:00,2025-09-06 14:00:00,Gaming,26,150,0.31352295774445893,https://tufanticket.com/event/e3c8d8ac,2025-03-22T03:04:56.617728,18+,Wheelchair Accessible,In-Person
TufaanTicket,Workshop Event 33f0aad8,A thrilling workshop experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-04-26 10:00:00,2025-04-26 15:00:00,Workshop,93,199,0.2924534546438773,https://tufanticket.com/event/33f0aad8,2025-03-22T03:04:56.617745,18+,Hearing Assistance Available,In-Person
TufaanTicket,Technology Event 81889def,A thrilling technology experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-05-13 16:00:00,2025-05-13 19:00:00,Technology,12,52,0.36266043968209505,https://tufanticket.com/event/81889def,2025-03-22T03:04:56.617762,21+,Not Specified,Hybrid
TufaanTicket,Festival Event a104bae0,A thrilling festival experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-10-20 13:00:00,2025-10-20 18:00:00,Festival,87,114,0.3235830338650809,https://tufanticket.com/event/a104bae0,2025-03-22T03:04:56.617778,18+,Not Specified,Online
TufaanTicket,Networking Event c05196bc,A thrilling networking experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-09-09 11:00:00,2025-09-09 15:00:00,Networking,10,199,0.14697291551376568,https://tufanticket.com/event/c05196bc,2025-03-22T03:04:56.617794,All Ages,Wheelchair Accessible,In-Person
TufaanTicket,Concert Event 9bbd2f02,A thrilling concert experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-12-12 15:00:00,2025-12-12 17:00:00,Concert,17,107,0.7850591008354122,https://tufanticket.com/event/9bbd2f02,2025-03-22T03:04:56.617810,18+,Wheelchair Accessible,Hybrid
TufaanTicket,Networking Event c08c4c03,A thrilling networking experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-02-19 20:00:00,2025-02-20 00:00:00,Networking,99,246,0.05789236268196718,https://tufanticket.com/event/c08c4c03,2025-03-22T03:04:56.617826,21+,Not Specified,Online
TufaanTicket,Theater Event b4829065,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-05-25 13:00:00,2025-05-25 15:00:00,Theater,40,61,0.20887371171643687,https://tufanticket.com/event/b4829065,2025-03-22T03:04:56.617843,18+,Not Specified,Hybrid
TufaanTicket,Food & Drink Event f896e403,A thrilling food & drink experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-09-04 11:00:00,2025-09-04 14:00:00,Food & Drink,93,196,0.46917131430690573,https://tufanticket.com/event/f896e403,2025-03-22T03:04:56.617859,21+,Hearing Assistance Available,Online
TufaanTicket,Workshop Event 7d44aa17,A thrilling workshop experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-02-04 22:00:00,2025-02-05 01:00:00,Workshop,26,210,0.27038469858787373,https://tufanticket.com/event/7d44aa17,2025-03-22T03:04:56.617876,21+,Hearing Assistance Available,Hybrid
TufaanTicket,Theater Event 5301c9d4,A thrilling theater experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-01-15 21:00:00,2025-01-16 00:00:00,Theater,67,187,0.6255976087791434,https://tufanticket.com/event/5301c9d4,2025-03-22T03:04:56.617893,All Ages,Hearing Assistance Available,Hybrid
TufaanTicket,Sports Event 804a7810,A thrilling sports experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-03-23 22:00:00,2025-03-24 01:00:00,Sports,99,283,0.4864185274756806,https://tufanticket.com/event/804a7810,2025-03-22T03:04:56.617910,All Ages,Not Specified,Hybrid
TufaanTicket,Sports Event e10a008f,A thrilling sports experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-12-01 19:00:00,2025-12-01 22:00:00,Sports,85,271,0.9166193385224362,https://tufanticket.com/event/e10a008f,2025-03-22T03:04:56.617926,21+,Not Specified,In-Person
TufaanTicket,Networking Event 354a8f30,A thrilling networking experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-06-22 11:00:00,2025-06-22 14:00:00,Networking,32,142,0.40479256354931537,https://tufanticket.com/event/354a8f30,2025-03-22T03:04:56.617964,18+,Not Specified,Hybrid
TufaanTicket,Networking Event 0ec507b0,A thrilling networking experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-02-08 14:00:00,2025-02-08 16:00:00,Networking,94,126,0.6019784741970242,https://tufanticket.com/event/0ec507b0,2025-03-22T03:04:56.617989,18+,Hearing Assistance Available,In-Person
TufaanTicket,Comedy Event 5f5ec711,A thrilling comedy experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-11-20 16:00:00,2025-11-20 20:00:00,Comedy,93,127,0.658582656346235,https://tufanticket.com/event/5f5ec711,2025-03-22T03:04:56.618017,18+,Wheelchair Accessible,In-Person
TufaanTicket,Sports Event be383fe3,A thrilling sports experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-11-04 16:00:00,2025-11-04 21:00:00,Sports,29,139,0.9705994747081761,https://tufanticket.com/event/be383fe3,2025-03-22T03:04:56.618034,18+,Not Specified,Online
TufaanTicket,Food & Drink Event 81ce37dd,A thrilling food & drink experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-04-19 22:00:00,2025-04-20 03:00:00,Food & Drink,44,137,0.21261949614474074,https://tufanticket.com/event/81ce37dd,2025-03-22T03:04:56.618050,18+,Not Specified,Hybrid
TufaanTicket,Theater Event 43099bed,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-05-17 14:00:00,2025-05-17 18:00:00,Theater,47,153,0.6832579603993733,https://tufanticket.com/event/43099bed,2025-03-22T03:04:56.618067,18+,Hearing Assistance Available,Online
TufaanTicket,Theater Event 2155a2af,A thrilling theater experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-01-12 15:00:00,2025-01-12 19:00:00,Theater,39,221,0.7750056857367376,https://tufanticket.com/event/2155a2af,2025-03-22T03:04:56.618091,18+,Not Specified,Hybrid
TufaanTicket,Networking Event 2e1efdf2,A thrilling networking experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-11-05 19:00:00,2025-11-06 00:00:00,Networking,13,49,0.08027112366377731,https://tufanticket.com/event/2e1efdf2,2025-03-22T03:04:56.618107,18+,Not Specified,In-Person
TufaanTicket,Workshop Event 591fa84b,A thrilling workshop experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-10-17 13:00:00,2025-10-17 14:00:00,Workshop,22,181,0.002648911484645744,https://tufanticket.com/event/591fa84b,2025-03-22T03:04:56.618124,18+,Hearing Assistance Available,Hybrid
TufaanTicket,Concert Event e7d0d02e,A thrilling concert experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-07-23 13:00:00,2025-07-23 15:00:00,Concert,100,201,0.6181459964718546,https://tufanticket.com/event/e7d0d02e,2025-03-22T03:04:56.618153,All Ages,Wheelchair Accessible,Online
TufaanTicket,Technology Event 9c54d07e,A thrilling technology experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-05-16 11:00:00,2025-05-16 13:00:00,Technology,99,181,0.9215379432564493,https://tufanticket.com/event/9c54d07e,2025-03-22T03:04:56.618180,18+,Hearing Assistance Available,In-Person
